Country,Region,Year,Month,Type_of_Tourism,Tourist_Arrivals,Sales,Profit,Average_Spend_Per_Visitor,Operating_Costs,Marketing_Spend,Number_of_Hotels,Tourism_Sector_Employment,Satisfaction_Score
Japan,South Asia,2023,May,Eco-tourism,400073,999464.67,93033.74,1557.36,179987.22,10271.85,2290,89444,4.24
China,South Asia,2021,September,Medical,189154,244396.1,19950.25,3238.76,107412.82,21204,1432,81499,6.42
Vietnam,East Asia,2021,October,Adventure,251457,155307.53,212175.71,2143.93,82465.52,21320.51,4106,63140,3.22
India,South Asia,2020,February,Leisure,404463,379557.71,74898.97,3404.83,7983.68,33005.63,3991,4118,7.03
Indonesia,East Asia,2020,September,Medical,431373,838301.35,340496.8,4844.59,142549.06,5143.42,1480,55876,5.61
India,South Asia,2020,February,Cultural,306701,301099.42,306884.73,3316.87,150552.86,27992.24,760,94505,7.35
Singapore,East Asia,2022,February,Adventure,316773,335999.65,455472.02,2059.81,188029.26,32451.83,283,71216,7.37
Indonesia,Southeast Asia,2020,December,Adventure,181437,597061.29,379499.41,2190.74,147235.79,19899.71,3489,60595,4.96
South Korea,South Asia,2020,April,Cultural,300807,659581.73,287624.35,1636.14,124385.26,47938.55,737,59821,8.18
Japan,South Asia,2023,September,Eco-tourism,258569,383254.75,389353.46,4145.99,91496.74,16947.2,388,8579,3.36
South Korea,East Asia,2023,March,Cultural,478500,565700.88,436604.59,3973.06,174696.17,36884.27,4812,78347,5.34
Malaysia,Southeast Asia,2023,June,Adventure,450807,323909.28,117448.57,4935.09,199061.92,17642.26,4462,26730,2.02
China,South Asia,2023,November,Cultural,46532,753609.95,455817.26,2462.72,141511.53,16407.89,4274,98981,7.03
Philippines,Southeast Asia,2023,October,Eco-tourism,426805,352373.29,198706.36,2185.12,56662.6,36300.35,2945,85733,4.42
South Korea,South Asia,2023,May,Leisure,95814,73906.02,300799.57,4088.2,63138.51,27951.48,4130,61617,8.62
Japan,Southeast Asia,2023,August,Leisure,313422,868364.98,15145.15,537.1,19466.81,40279.96,4259,61840,4.53
Singapore,South Asia,2021,December,Leisure,107706,413172.53,232287.17,4526.09,44904.25,36760.01,2090,98559,7.7
China,East Asia,2022,November,Eco-tourism,152455,446012.54,172932.31,2054.55,114361.1,39935.03,671,85230,2.28
Thailand,South Asia,2022,April,Eco-tourism,459344,22666.15,250772.48,3714.95,190118.85,7176.48,3975,47943,1.33
Thailand,South Asia,2023,November,Eco-tourism,164575,929953.06,454354.45,2964.28,56736.59,4341.96,1393,98354,7.05
Thailand,East Asia,2021,April,Adventure,410528,383847.1,287134,2998.56,29622.75,42658.14,2779,81560,7.88
India,East Asia,2020,October,Medical,44388,406077.06,303462.22,2340.27,60416.5,22786.51,3216,17489,4.26
Singapore,South Asia,2023,July,Leisure,121085,675510.32,135582.24,1616.13,183473.3,1629.6,2964,64390,9.5
Singapore,East Asia,2022,November,Medical,355489,175367.22,471749.42,4499.52,105182.04,7181.15,1468,6494,5.66
Indonesia,South Asia,2021,May,Adventure,203189,914485.76,112466.62,782.97,187769.52,48562.76,1243,28944,4.81
Indonesia,East Asia,2021,May,Eco-tourism,382039,675083.05,217646.99,1152.17,89814.26,30979.5,4231,97214,5.91
Malaysia,Southeast Asia,2020,November,Cultural,242954,686332.73,289487.64,4032.86,8770.82,33881.8,807,48166,2.05
India,Southeast Asia,2020,September,Adventure,384127,831338.06,329616.55,4463.94,149171.16,16872.17,1104,97642,3.09
Thailand,East Asia,2022,May,Adventure,352242,757959.88,447837.13,2589.01,11977.32,13511.42,4523,5515,3.87
Vietnam,Southeast Asia,2021,November,Adventure,227250,858869.6,100902.92,4734.77,190063.22,6894.04,1279,79221,8.97
Philippines,South Asia,2022,May,Medical,146464,735944.39,493536.52,737.16,5528.37,44153.66,628,41758,1.73
Malaysia,East Asia,2021,August,Cultural,345663,828617.99,444834.87,744.98,50030.86,22010.66,4903,37962,5.96
Vietnam,East Asia,2023,December,Adventure,17688,320000.81,173102.79,1298.42,39431.78,20694.15,3490,56974,8.31
Philippines,South Asia,2021,June,Eco-tourism,61963,679894.06,427517.84,1325.13,123845.69,22812.55,1640,54902,2.76
China,South Asia,2023,April,Eco-tourism,313935,168437.18,263474.55,1588.06,34380.54,42085.33,4246,14143,8.28
Singapore,South Asia,2023,September,Medical,420227,261148.69,462656.83,2656.11,20460.43,48646.8,3979,63028,4.66
China,South Asia,2023,December,Leisure,136781,185862.96,311332.3,4864.48,130046.9,11444.34,2688,22718,9.89
South Korea,South Asia,2022,May,Adventure,488681,171727.48,488604.59,4431.53,12856.03,12318.01,1283,85490,7.82
South Korea,South Asia,2021,May,Leisure,19835,978362.21,390433.18,2584.1,65752.9,38726.82,4186,51841,4.7
Japan,East Asia,2021,December,Medical,307662,182756.68,433379.33,2391.78,190090.62,33746.11,206,79142,9.38
Thailand,Southeast Asia,2021,June,Cultural,296094,576464.11,213533.93,2843.53,22663.62,27595.48,1312,50777,5.27
Thailand,South Asia,2021,September,Leisure,19493,57240.63,341463.05,3145.68,151054.79,23410.89,3632,21452,3.2
Indonesia,South Asia,2020,October,Leisure,124035,191384.03,441975.16,4016.12,93704.34,45544.95,2433,46476,9.08
Indonesia,East Asia,2021,May,Adventure,183369,145464.23,8181.85,687.19,169654.32,31886.02,1083,60365,2.19
Indonesia,Southeast Asia,2022,April,Adventure,495336,827545.41,420108.38,1388.41,134406.57,35266.23,3526,96398,2.63
Philippines,Southeast Asia,2023,October,Adventure,171160,544054.21,74404.19,4848.92,149442.84,29063.55,4736,99563,5.09
Singapore,Southeast Asia,2023,September,Cultural,15963,973754.49,54623.33,4878.59,76763.98,30492.09,494,63709,6.12
South Korea,East Asia,2023,April,Adventure,156548,685515.94,420062.22,3963.27,198808.48,13829.28,3166,69900,6.84
Vietnam,East Asia,2023,August,Cultural,137017,887031.79,339820.71,3684.28,22424.32,37369.82,2948,67885,5.76
Indonesia,East Asia,2023,March,Medical,142883,192452.7,7680.8,740.73,86873.02,4779.72,2748,23296,4.09
Philippines,Southeast Asia,2020,November,Cultural,86411,295570.05,240052.64,4860.91,64915.57,20498.59,2896,25915,1.97
China,Southeast Asia,2020,January,Eco-tourism,194489,460531.94,456500.99,931.01,73404.02,47983.37,2573,28205,9.21
Vietnam,South Asia,2020,November,Medical,32225,362966.38,447292.01,2122.8,29364.86,13121.9,1804,57049,2.68
Japan,Southeast Asia,2021,November,Adventure,450759,912717.38,199655.91,1872.64,32956.3,27039.59,2165,80488,9.53
Japan,Southeast Asia,2021,April,Cultural,350106,842690.59,130545.92,1517.67,62327.24,6501.51,2102,91406,9.95
Singapore,East Asia,2022,March,Adventure,271686,198597.66,434305.02,2036.95,169446.51,14549.5,3141,96741,1.42
Thailand,East Asia,2021,February,Leisure,241044,397942.18,263400.63,3882.56,27638.77,3588.38,4731,59559,4.64
Thailand,Southeast Asia,2021,June,Eco-tourism,444153,81018.17,409530.2,1326.27,37186.61,49471.8,1794,61620,1.67
Thailand,East Asia,2022,November,Adventure,487590,893882.14,99465.61,4873.28,134785.91,23816.11,3721,55425,1.5
South Korea,East Asia,2020,April,Adventure,364443,689679.31,360191.01,1645.01,130687.52,11902.34,2800,36509,4.36
Singapore,South Asia,2021,August,Eco-tourism,27801,499061.94,403060.68,4692.7,159879.37,47837.85,3548,48143,2.74
China,South Asia,2021,November,Leisure,473856,982834.31,385769.13,4744.34,186796.64,10041.59,770,49278,5.47
Vietnam,East Asia,2021,February,Cultural,346581,795589.39,47214.72,4705.83,178850.09,27939.62,1388,32225,6.35
Indonesia,East Asia,2023,November,Adventure,63153,65073.07,397433.98,2922.91,160697.57,6518.89,1874,56770,9.72
Philippines,Southeast Asia,2020,September,Adventure,28550,174501.32,327749.52,4606.99,8194.79,40161.18,1171,85983,4.89
Philippines,East Asia,2020,November,Eco-tourism,87419,774199.3,314206.26,1631.02,199731.75,10895.48,4872,35486,7.99
Malaysia,South Asia,2020,March,Cultural,334107,57648.7,260384.32,540.97,190396.24,35942.77,3240,79697,7.82
India,East Asia,2022,August,Leisure,423719,408524.97,18095.74,4717,67114.22,49733.4,2943,20501,9.7
South Korea,East Asia,2020,November,Leisure,291128,552147.51,397881.7,3798.66,132335.14,14106.4,526,99322,9.94
South Korea,East Asia,2021,October,Leisure,428021,84090.07,374438.05,4627.79,186177.49,10037.97,966,28272,1.44
Singapore,East Asia,2020,November,Medical,382260,443754.03,188209.38,1096.78,13757.75,5406.24,2612,23837,5.98
China,South Asia,2023,August,Eco-tourism,380737,975727.1,171447.05,696.97,57278.34,15390.69,2325,36649,1.42
Philippines,Southeast Asia,2020,July,Eco-tourism,288717,810686.45,171015.18,4659.26,192398.24,10153.4,3470,29338,6.36
Vietnam,Southeast Asia,2023,December,Cultural,487331,136141.83,495438.16,4372.04,100488.5,15042.5,160,78864,4.54
Philippines,South Asia,2021,June,Cultural,152119,848747.95,25695.29,1769.53,96171,37376.24,332,53822,2.38
Philippines,East Asia,2022,March,Leisure,43892,565479,158736.39,990.69,99173.46,4395.1,2013,70110,3.3
Japan,South Asia,2022,July,Medical,150639,237450.71,348334.09,1612.3,122679.97,46058.39,2875,87277,6.95
Malaysia,Southeast Asia,2021,October,Eco-tourism,408206,377359.18,215918.37,3903.66,176442.88,4655.15,3404,55678,3.02
Indonesia,Southeast Asia,2022,April,Cultural,36905,533082.45,424331.64,3388.46,183510.02,34442.09,4789,49525,2.21
South Korea,Southeast Asia,2020,January,Leisure,201571,685358.4,190284.89,893.26,22507.1,15396.79,3996,87721,9.89
Thailand,South Asia,2023,May,Adventure,483551,12120.85,400704.47,2247.57,37279.08,42230.68,1015,76979,5.66
India,Southeast Asia,2022,December,Medical,472742,43562.75,254676.89,4967.55,96452.48,22777.94,4713,31964,7.73
Philippines,East Asia,2020,August,Eco-tourism,301905,409617.37,494105.04,3395.79,34395.99,41969.42,4066,57964,7.84
Japan,East Asia,2023,June,Cultural,464537,313880.02,444765.27,4423.77,81948.02,34096.09,2640,44332,9.76
Malaysia,Southeast Asia,2023,November,Leisure,93040,534835.94,371652.02,3746.88,160755.34,48958.75,253,48581,3.36
India,East Asia,2023,January,Cultural,337909,682671.56,96852.29,1374.82,188145.26,42082.6,1458,16444,6.15
Singapore,South Asia,2021,August,Cultural,240352,329941.84,99707.91,863.83,163522.97,32160.9,2586,92306,8.98
South Korea,East Asia,2023,November,Eco-tourism,328545,694472.24,63938.16,2107.25,8386.05,24901.59,1063,87169,5.83
Japan,East Asia,2022,July,Eco-tourism,116257,430326.1,394890.71,2748.98,71968.89,39135.06,2085,14860,6.17
Malaysia,South Asia,2020,December,Leisure,499771,652930.56,108369.27,3240.98,138680.65,15645.74,2171,15562,3.49
Singapore,East Asia,2021,December,Cultural,213805,379521.91,492171.23,3505.29,46411.94,16458.83,1283,33030,7.09
Singapore,East Asia,2021,November,Cultural,283668,724562.66,280471.09,1317.61,90177.13,40011.57,4883,21186,3.55
China,Southeast Asia,2020,March,Eco-tourism,88886,894999.71,197997.94,783.23,155382.43,30144.7,606,55712,6.38
Singapore,East Asia,2023,November,Medical,69736,320550.82,305657.8,3767.43,108630.22,46401.74,1098,95951,3.68
Thailand,Southeast Asia,2020,November,Adventure,189308,222754.55,383846.09,1800.95,36930.85,49329.15,1408,75368,5.47
Singapore,East Asia,2021,June,Adventure,486623,829197.81,382482.77,4832.72,39880.02,42047.67,403,99336,7.8
South Korea,East Asia,2020,July,Medical,452760,255246.55,415292.94,2055.34,48520.49,7043.97,921,2495,6.34
Vietnam,Southeast Asia,2021,October,Leisure,487044,51145.62,86113.55,2591.48,73342.32,33063.49,2887,95343,8.74
Vietnam,East Asia,2021,December,Adventure,361423,20878.44,418212,4542.87,39227.52,22974.75,4915,17461,8.64
Indonesia,South Asia,2021,July,Medical,426175,404306.84,270781.9,3006.29,74348.51,4175.43,3734,23978,3.95
India,Southeast Asia,2022,October,Adventure,317993,105234.88,247640.89,3583.07,77269.01,17231.18,4689,59235,8.94
Japan,South Asia,2021,November,Medical,249341,856117.19,406139.23,1628.34,78530.53,31598,2500,95377,3.8
Philippines,East Asia,2023,November,Adventure,327996,24593.94,160627.28,1527.08,35064.23,45655.73,2281,55350,8.02
Thailand,South Asia,2023,June,Eco-tourism,132203,247206.68,54564.12,4721.77,40973.65,37443,3271,52912,5.16
Malaysia,South Asia,2020,June,Eco-tourism,97807,317906.71,176390.47,4939.08,41765.62,43859.94,4633,36494,2.08
Japan,South Asia,2022,April,Medical,10074,502887.33,38186.84,1398.57,45202.66,35029.54,4624,74886,5.64
Vietnam,East Asia,2020,January,Adventure,352644,424113.19,487420.28,2293.31,116030.06,24043.61,3081,13326,2.8
South Korea,Southeast Asia,2022,April,Adventure,256716,386505.81,267353.13,1565.93,178534.89,16198.76,2264,55025,9.93
China,South Asia,2022,February,Cultural,339296,413504.39,118318.16,3929.27,25210.25,18807.23,4174,91668,9.52
Singapore,South Asia,2021,March,Medical,331465,615865.81,137532.64,617.3,87543.62,14163.7,2364,4905,6.51
Singapore,Southeast Asia,2022,April,Cultural,437833,623192.6,431421.4,3752.82,14249.18,4400.88,4954,75858,6.53
South Korea,East Asia,2021,April,Leisure,181437,508478.25,338293.39,1677.64,167515.52,17629.46,4660,43530,9.6
Vietnam,South Asia,2021,July,Leisure,165008,376448.11,249778.63,2389.47,156880.56,5494.94,3316,25903,4.45
Indonesia,Southeast Asia,2020,March,Cultural,282739,948563.71,14036.95,3230.67,97988.52,16900.57,4711,72822,3.19
Philippines,South Asia,2022,May,Medical,263840,658160.39,424909.22,3831.49,73880.8,8402.53,3063,1748,3.76
China,Southeast Asia,2021,November,Cultural,76718,878734.03,315313.34,514.1,22434.8,6844.28,545,68570,8.93
Indonesia,East Asia,2020,February,Medical,434837,157159.25,120841.86,1900.46,145944.42,9853.44,2685,52772,1.35
Indonesia,South Asia,2020,December,Eco-tourism,280003,108236.7,482924.51,2506.53,160512.36,18912.09,4387,72510,8.94
Thailand,South Asia,2020,February,Eco-tourism,82392,152253.6,323553.47,2009.83,29931.78,23366.98,2626,61301,5.25
Malaysia,South Asia,2020,September,Adventure,251207,217377.19,127427.01,2637.43,65818.55,39165.84,4904,92194,3.01
South Korea,South Asia,2022,February,Eco-tourism,304480,895548.19,196159.22,1006.94,149484.63,21992.8,1545,80597,5.26
Philippines,East Asia,2023,March,Eco-tourism,83564,171320.76,432489.46,1774.53,170973.4,15430.31,3572,32946,6.5
Indonesia,Southeast Asia,2022,February,Cultural,41764,348075.2,330915.51,3823.8,183790.96,20237.33,409,81269,6.74
Malaysia,South Asia,2020,October,Leisure,418062,652798.95,475167.75,4822.93,158428.4,18090.73,3897,76310,5.15
Singapore,East Asia,2023,May,Eco-tourism,439322,99262.15,420330.28,1059.29,98124.33,23201.09,3750,32325,9.76
Japan,Southeast Asia,2022,December,Leisure,289218,108595,473643.73,2707.44,48237.94,25415.21,3480,84122,6.76
Vietnam,East Asia,2022,May,Eco-tourism,206284,643766.57,118712.21,4660.91,173944.32,43323.55,2579,63086,4.06
South Korea,Southeast Asia,2021,April,Cultural,94981,571139.57,37424.43,2637.75,19374.89,22277.39,4869,42110,4.08
South Korea,South Asia,2020,May,Leisure,466328,553616.2,20603.68,3911.8,150167,8853.26,2590,67405,1.78
Malaysia,Southeast Asia,2020,September,Eco-tourism,315884,915330.08,491602.09,584.36,110505.33,24430.75,1504,36700,3.72
Japan,South Asia,2023,February,Adventure,182049,870015.14,18669.37,3783.5,50195.33,45298.93,2187,33231,5.41
Malaysia,Southeast Asia,2023,April,Adventure,173566,516825.31,433407.94,608.59,24078.99,2598.91,2066,33372,3.5
Philippines,East Asia,2021,November,Leisure,83810,273084.43,496710.34,1094.86,101064.1,47988.29,1284,81125,1.09
India,South Asia,2023,April,Medical,494595,898743.31,220259.34,4416.64,183583.77,48405.39,3209,77528,2.71
China,Southeast Asia,2021,August,Eco-tourism,86401,113352.91,338251.97,987.62,76831.77,26424.38,3406,9664,4.61
Singapore,South Asia,2023,May,Adventure,293173,796166.01,260072.28,4999.72,129921.57,1398.38,3915,26716,8.12
China,East Asia,2020,March,Adventure,442859,496636.99,39616.92,2698.07,43193.58,1289.2,1794,24711,4.85
Vietnam,Southeast Asia,2021,October,Eco-tourism,172688,302574.69,294033.16,761.85,115501,23880.9,4363,41010,6.24
South Korea,South Asia,2020,September,Eco-tourism,371435,610602.37,168100.72,733.54,24577.18,29930.8,4289,53129,7.11
Philippines,East Asia,2023,December,Cultural,258653,469478.98,276681.74,791.98,18973.48,8627.48,2222,5153,3.51
Thailand,Southeast Asia,2022,December,Medical,17537,906965.22,9970.13,3403.06,87675.88,46638.56,1497,70517,6.52
South Korea,East Asia,2023,February,Eco-tourism,100028,853906.41,348070.96,4439.21,104841.33,1170.09,4732,88003,6.44
Indonesia,South Asia,2022,August,Leisure,98636,822357.99,422026.9,3707.73,126312.97,49959.21,1554,22024,7.95
Philippines,East Asia,2020,January,Leisure,450550,470699.24,317923.84,2413.95,141140.55,16824.62,1845,14812,1.72
South Korea,South Asia,2020,December,Leisure,362393,506285.17,201692.78,2509.94,114650.42,21565.27,1478,72171,6.5
Japan,Southeast Asia,2022,October,Leisure,208744,986190.04,57886.37,2236.48,93311.17,19104.66,4770,55594,4.39
Indonesia,Southeast Asia,2020,January,Leisure,10494,356513.42,200152.56,1582.88,23278.82,28761.53,4156,25216,3.68
Vietnam,East Asia,2020,July,Medical,23015,796072.8,240372.63,1513.8,177433.16,28639.01,149,84812,7.95
Vietnam,East Asia,2023,March,Eco-tourism,497486,409641.02,351091.73,3471.07,92350.9,15853.78,2385,43487,3.97
Singapore,East Asia,2022,August,Leisure,110145,296563.59,247123.03,2285.3,151800.96,31440.62,136,23931,6.85
South Korea,East Asia,2022,February,Leisure,471967,394545.12,59245.64,3604.26,158018.82,6196.08,631,28210,1.32
Japan,South Asia,2023,June,Leisure,170828,105223.01,171410.14,4777.8,62230.17,20461.99,3019,9145,6.65
Thailand,East Asia,2020,July,Adventure,298055,137743.17,472146.72,2397.33,87486.97,35778.54,338,10696,9.53
Malaysia,East Asia,2022,June,Leisure,296378,40917.5,449221.37,1139.28,102254.02,43275.85,3345,30319,8.21
China,Southeast Asia,2023,December,Adventure,496911,123362.86,144254.56,4962.16,22259.51,18651.31,4241,49955,3.64
Thailand,Southeast Asia,2022,December,Cultural,367769,723225.66,11075.61,3556.56,64537.62,21852.92,1070,65966,7.38
South Korea,East Asia,2021,October,Adventure,135088,893601.85,111180.04,2566.01,54590.8,18485.31,246,51768,7.43
India,East Asia,2023,December,Adventure,85950,612949.26,52187.62,1557.99,79748.65,34514.06,1958,14537,2.8
Thailand,East Asia,2021,September,Eco-tourism,472712,660692.57,132838.37,2402.91,134074.76,43575.45,793,52727,6.57
China,East Asia,2022,May,Eco-tourism,456798,87902.78,39166.69,4680.92,59974.52,7898.1,528,23279,6.44
China,Southeast Asia,2023,August,Cultural,161629,812216.46,262438.18,1715.76,137764.87,37817.65,2646,17299,8.15
Vietnam,East Asia,2020,August,Cultural,354087,303118.2,459740.25,4378.01,90273.51,37529.04,2671,27317,7.45
Japan,South Asia,2023,March,Cultural,188293,646758.94,144242.07,877.91,142290.31,4951.78,1109,59257,4.26
Thailand,South Asia,2022,April,Eco-tourism,324223,943016.02,264034.71,2501.9,113934.4,4958.86,2209,41960,1.57
Malaysia,Southeast Asia,2021,October,Leisure,50481,611040.8,493572,2194.17,7631.69,49196.72,3083,77366,5.65
Philippines,South Asia,2023,November,Eco-tourism,343665,976146.15,60351.82,1121.08,45130.65,36799.24,1777,40935,5.17
Thailand,South Asia,2023,August,Eco-tourism,175626,278690.59,298198.24,2547.02,191431.3,7052.57,1680,41056,2.95
Philippines,Southeast Asia,2021,November,Adventure,73583,411748.03,229043.19,4952.36,152764.75,44015.14,638,16463,4.87
Philippines,Southeast Asia,2020,August,Leisure,422837,673140.38,139477.16,773.75,186096.38,47105.08,3309,37098,7.15
Thailand,South Asia,2022,November,Adventure,10849,889471.83,117177.56,1364.96,67802.2,32898.28,1465,5424,4.14
India,Southeast Asia,2020,January,Eco-tourism,103459,894407.95,328640.26,4006.59,129966.72,9221.42,1700,43291,7.05
Singapore,Southeast Asia,2022,May,Eco-tourism,309401,808941.18,116528.82,2960.96,163563.94,12819.56,550,92400,2.12
Indonesia,South Asia,2023,August,Leisure,10588,265487.15,128044.33,3981.62,152949.66,31826.38,2943,56952,6.39
Indonesia,Southeast Asia,2022,March,Cultural,421158,487569.35,214755.42,3430.26,173796.32,9499.32,4307,51590,4.93
India,South Asia,2022,June,Cultural,32880,771399.83,215907.84,3686.15,143562.21,2791.55,4113,11488,9.64
India,South Asia,2021,December,Eco-tourism,411471,632833.88,272329.05,1175.07,124236.36,41435.64,4509,10494,7.97
China,East Asia,2022,May,Leisure,364434,209950.72,257424.12,1365.98,136948.75,16815.13,259,27189,2.24
Indonesia,East Asia,2022,July,Eco-tourism,20058,272563.44,335273.32,4950.12,85645.95,44180.31,166,29032,5.07
South Korea,Southeast Asia,2022,December,Eco-tourism,360204,677952.35,40499.55,2976.94,43518.08,37240.14,1385,61236,2.24
Malaysia,East Asia,2021,December,Adventure,268730,251126.5,274781.47,1871.54,196434.72,38730.81,3762,47505,2.9
Malaysia,East Asia,2020,December,Medical,218273,70161.07,75285.01,2026.46,142324.93,28632.95,4613,73891,5.21
Japan,East Asia,2023,July,Eco-tourism,481231,677215.32,390256.13,4103.93,67080.02,6435.59,4282,22141,1.07
Philippines,East Asia,2021,June,Leisure,86195,339433.7,90637.73,1874.93,199980.3,19475.84,2562,42866,9.62
Japan,South Asia,2023,January,Leisure,102318,529926.9,320532.28,2906.8,24000.15,16334.69,947,97573,10
Singapore,South Asia,2023,April,Cultural,492526,820093.15,453686.8,1881.35,134756.86,40382.76,3423,6909,5.57
Philippines,Southeast Asia,2022,March,Medical,204575,244362.82,118645.4,4454.41,136314.91,45955.85,577,66184,6.54
Indonesia,Southeast Asia,2023,February,Eco-tourism,57573,374055.82,404319.19,1028.86,75968.78,30738.68,1890,20827,3.15
Indonesia,South Asia,2020,September,Medical,233252,189359.53,383682.6,4278.53,67410.48,49331.13,172,26133,7.19
Vietnam,East Asia,2023,January,Medical,51860,764178.77,413004.07,519.15,121623.47,2920.36,3446,68017,3.52
Singapore,Southeast Asia,2020,October,Eco-tourism,190650,906870.99,85498.45,4109.72,175010.91,41553.26,639,17815,2.02
India,South Asia,2020,September,Leisure,327880,994601.34,487352.82,4989.89,161070.62,25527.68,3577,95801,5.36
Malaysia,Southeast Asia,2021,March,Leisure,196150,555817.57,237801.78,1452.39,98549.61,22552.71,1091,62314,9.37
Philippines,Southeast Asia,2022,March,Cultural,304986,787556.07,110661.82,928.91,147727.13,20898.34,697,31822,4.65
Singapore,Southeast Asia,2023,August,Cultural,347628,288080.73,118831.32,2190.5,190079.02,40477.43,1187,19284,9.27
Singapore,Southeast Asia,2023,October,Medical,174731,94796.78,498917.8,4554.61,5798.87,16055.89,4445,74236,2.73
South Korea,East Asia,2021,July,Cultural,462877,768557.87,328696.07,3901.88,32598.31,25630.88,1178,98903,5.09
Malaysia,South Asia,2021,April,Adventure,271383,771801.15,145479.5,1009.93,38656.81,28664.56,470,35468,5.05
Japan,East Asia,2022,July,Medical,83705,64774.27,161267.94,2416.73,103857.81,26820.81,1917,67618,7.74
Philippines,Southeast Asia,2020,December,Leisure,59383,529015.76,9747.23,2763.15,68024.07,37563.7,4501,71121,6.23
Singapore,East Asia,2020,June,Leisure,166423,935043.53,91184.86,1861.14,171329.1,29386.1,3449,72870,3.61
Vietnam,Southeast Asia,2022,September,Cultural,169970,620127.57,254234.14,1702.14,127784.35,15296.53,4099,78001,7.68
South Korea,South Asia,2021,January,Adventure,221873,307777.45,254991.05,4250.03,52439.51,13086.8,3628,60298,2.48
Indonesia,Southeast Asia,2020,October,Eco-tourism,295094,150034.41,403316.41,2380,138837.78,12982.91,4975,12354,6.81
Thailand,South Asia,2020,April,Leisure,291872,113615.3,271538,1194.91,84326.77,7411.45,3288,97207,7.37
Vietnam,East Asia,2021,September,Medical,413826,118894.64,143763.42,4809.95,141812.81,40036.46,521,59430,8.19
China,Southeast Asia,2022,December,Adventure,370948,654952.19,447972.92,1058.71,110561.07,13869.61,1350,18036,9.08
Indonesia,East Asia,2020,February,Eco-tourism,70365,131299.48,343461.93,2347.26,80417.49,18179.82,3886,52191,5.15
China,Southeast Asia,2021,October,Adventure,234953,139138.42,73943.45,4333.43,80171.42,5669.07,1717,43157,9
South Korea,Southeast Asia,2023,July,Medical,346490,209942.84,307718.25,4222.52,199718.63,48085.41,3370,51598,2.05
China,East Asia,2021,August,Adventure,418581,721550.87,290507.54,1644.67,146883.71,21732.36,2445,48913,2.41
Singapore,Southeast Asia,2022,July,Cultural,345170,664536.75,48699.17,2087.64,122709.58,27965.03,4035,14039,5.26
South Korea,South Asia,2020,April,Medical,214153,141954.29,128173.44,3465.77,45396.88,37476.13,4565,28321,8.1
India,Southeast Asia,2021,February,Leisure,212387,926651.5,426839.37,3422.22,102575.43,10480.31,2857,71239,1.93
Philippines,East Asia,2023,April,Eco-tourism,428274,40487.3,86855.59,4721.13,81461.1,27625.01,1325,11710,3.07
Vietnam,East Asia,2021,October,Leisure,125007,611996.81,125741.86,2442.2,86166.64,20311,4034,51408,9.5
Vietnam,East Asia,2022,January,Adventure,230440,460162.5,167500.2,2509.39,184486.96,49074.13,3116,11220,8.18
Singapore,Southeast Asia,2021,February,Cultural,389326,357946.88,205311.45,2894.76,23619.11,33109.04,4410,96057,2.92
Indonesia,Southeast Asia,2022,March,Cultural,380230,970852.79,126614.94,3690.29,119524.26,7410.04,3886,7683,7.92
Vietnam,East Asia,2021,July,Cultural,58943,212702.12,161077.44,1856.19,139982.66,42713.17,1990,23267,9.8
Malaysia,East Asia,2020,November,Leisure,403260,471168.3,486148.95,2637.68,158751.11,4263.03,2080,19263,8.33
Philippines,South Asia,2020,January,Cultural,148143,184054.88,476492.27,938.06,73913.43,37893.73,2893,41939,5.85
Indonesia,Southeast Asia,2022,August,Leisure,107046,567359.44,228311.75,4842.7,20338.44,45667.83,4263,13470,9.41
Japan,East Asia,2021,June,Cultural,384300,156147.59,68901.48,929.88,98923.52,9379.81,2209,95844,4.62
Vietnam,Southeast Asia,2022,August,Cultural,134047,965301.93,396839.88,4091.16,138410.68,28443.5,3980,90149,7.48
Japan,Southeast Asia,2023,November,Adventure,440317,788154.89,431950.68,4763.36,8494.26,4991.44,2942,91403,4.73
China,South Asia,2020,May,Cultural,303017,407632.47,230490.82,1949.01,142980,3233.03,3772,90700,6.83
Malaysia,South Asia,2021,September,Eco-tourism,133312,870749.14,365654.05,1029.35,6898.05,46251.84,3520,16167,8.82
Singapore,South Asia,2021,February,Eco-tourism,41297,369641.88,199531.88,979.56,104064.79,10419.15,1121,84831,2.51
Singapore,South Asia,2022,November,Adventure,482723,897041.79,56503.62,4780.57,63146.16,27631.49,3080,63470,9.86
Japan,South Asia,2022,December,Cultural,294680,472619.97,334744.3,2074.8,56903.03,43389,3963,4024,8.53
Thailand,East Asia,2020,August,Leisure,373830,37655.26,92282.11,2505.36,125674.55,39019.3,298,12443,6.73
Vietnam,Southeast Asia,2022,December,Eco-tourism,322968,274378.57,198882.52,1266.44,153604.43,48797.76,1969,4997,3.6
South Korea,South Asia,2020,May,Eco-tourism,283969,495698.11,455129.67,1382.16,18478.16,18355.67,151,15254,2.16
India,South Asia,2022,December,Adventure,115458,215608.91,11362.05,2122.18,5405.15,43305.16,2412,6878,4.5
Philippines,South Asia,2022,April,Leisure,494307,445576.15,282986.46,738.26,146152.08,3123.25,4552,44370,8.61
Singapore,South Asia,2022,November,Leisure,301976,207981.92,447549.6,3583.49,40837.42,17450.87,544,46200,8.42
